11 0 -139.7 148.5
11 1 -144.1 153.0
11 2 -148.5 153.0
11 3 -153.0 153.0
11 4 -144.1 148.5
11 5 -148.5 148.5
11 6 0.0 0.0
11 7 0.0 0.0
11 8 0.0 0.0
11 9 0.0 0.0
11 10 -153.0 148.5
11 11 -144.1 144.1
11 12 -148.5 144.1
11 13 -153.0 144.1
11 14 -139.7 139.7
11 15 -144.1 139.7
11 16 -148.5 139.7
11 17 -153.0 139.7
11 18 -144.1 135.2
11 19 -153.0 130.8
11 20 -153.0 135.2
11 21 -148.5 135.2
11 22 0.0 0.0
11 23 0.0 0.0
11 24 0.0 0.0
11 25 0.0 0.0
11 26 -148.5 130.8
11 27 -144.1 130.8
11 28 -153.0 126.4
11 29 -148.5 126.4
11 30 -144.1 126.4
11 31 -139.7 126.4
11 32 -139.7 130.8
11 33 -135.2 126.4
11 34 -130.8 126.4
11 35 -126.4 126.4
11 36 -135.2 130.8
11 37 -130.8 130.8
11 38 0.0 0.0
11 39 0.0 0.0
11 40 0.0 0.0
11 41 -126.4 130.8
11 42 -139.7 135.2
11 43 -135.2 135.2
11 44 -130.8 135.2
11 45 -126.4 135.2
11 46 -135.2 139.7
11 47 -130.8 139.7
11 48 -126.4 139.7
11 49 -139.7 144.1
11 50 -135.2 144.1
11 51 -130.8 144.1
11 52 -126.4 148.5
11 53 -126.4 144.1
11 54 0.0 0.0
11 55 0.0 0.0
11 56 0.0 0.0
11 57 0.0 0.0
11 58 -130.8 148.5
11 59 -135.2 148.5
11 60 -126.4 153.0
11 61 -130.8 153.0
11 62 -135.2 153.0
11 63 -139.7 153.0
12 0 -108.6 148.5
12 1 -113.1 153.0
12 2 -117.5 153.0
12 3 -121.9 153.0
12 4 -113.1 148.5
12 5 -117.5 148.5
12 6 0.0 0.0
12 7 0.0 0.0
12 8 0.0 0.0
12 9 0.0 0.0
12 10 -121.9 148.5
12 11 -113.1 144.1
12 12 -117.5 144.1
12 13 -121.9 144.1
12 14 -108.6 139.7
12 15 -113.1 139.7
12 16 -117.5 139.7
12 17 -121.9 139.7
12 18 -113.1 135.2
12 19 -121.9 130.8
12 20 -121.9 135.2
12 21 -117.5 135.2
12 22 0.0 0.0
12 23 0.0 0.0
12 24 0.0 0.0
12 25 0.0 0.0
12 26 -117.5 130.8
12 27 -113.1 130.8
12 28 -121.9 126.4
12 29 -117.5 126.4
12 30 -113.1 126.4
12 31 -108.6 126.4
12 32 -108.6 130.8
12 33 -104.2 126.4
12 34 -99.8 126.4
12 35 -95.3 126.4
12 36 -104.2 130.8
12 37 -99.8 130.8
12 38 0.0 0.0
12 39 0.0 0.0
12 40 0.0 0.0
12 41 -95.3 130.8
12 42 -108.6 135.2
12 43 -104.2 135.2
12 44 -99.8 135.2
12 45 -95.3 135.2
12 46 -104.2 139.7
12 47 -99.8 139.7
12 48 -95.3 139.7
12 49 -108.6 144.1
12 50 -104.2 144.1
12 51 -99.8 144.1
12 52 -95.3 148.5
12 53 -95.3 144.1
12 54 0.0 0.0
12 55 0.0 0.0
12 56 0.0 0.0
12 57 0.0 0.0
12 58 -99.8 148.5
12 59 -104.2 148.5
12 60 -95.3 153.0
12 61 -99.8 153.0
12 62 -104.2 153.0
12 63 -108.6 153.0
13 0 -77.6 148.5
13 1 -82.0 153.0
13 2 -86.5 153.0
13 3 -90.9 153.0
13 4 -82.0 148.5
13 5 -86.5 148.5
13 6 0.0 0.0
13 7 0.0 0.0
13 8 0.0 0.0
13 9 0.0 0.0
13 10 -90.9 148.5
13 11 -82.0 144.1
13 12 -86.5 144.1
13 13 -90.9 144.1
13 14 -77.6 139.7
13 15 -82.0 139.7
13 16 -86.5 139.7
13 17 -90.9 139.7
13 18 -82.0 135.2
13 19 -90.9 130.8
13 20 -90.9 135.2
13 21 -86.5 135.2
13 22 0.0 0.0
13 23 0.0 0.0
13 24 0.0 0.0
13 25 0.0 0.0
13 26 -86.5 130.8
13 27 -82.0 130.8
13 28 -90.9 126.4
13 29 -86.5 126.4
13 30 -82.0 126.4
13 31 -77.6 126.4
13 32 -77.6 130.8
13 33 -73.2 126.4
13 34 -68.7 126.4
13 35 -64.3 126.4
13 36 -73.2 130.8
13 37 -68.7 130.8
13 38 0.0 0.0
13 39 0.0 0.0
13 40 0.0 0.0
